64,1.09e-05,0.0001998
128,4.27e-05,0.0003172
256,0.0002626,0.0004933
512,0.0018652,0.0017704
1024,0.0213951,0.0052071
2048,0.3511016,0.009034
4069,2.8255709,0.3195972
