64,0.0001841,6.41e-05
128,0.0003918,0.0001111
256,0.0008069,0.0001488
512,0.0028527,0.0004381
1024,0.0185781,0.0004905
2048,0.308837,0.0018502
4069,2.5127966,0.0006915
