64,9e-06,0.0161249
128,4.78e-05,0.0161968
256,0.0002421,0.0157743
512,0.0018676,0.016296
1024,0.0175054,0.0266822
2048,0.3010517,0.0451113
4069,2.4220786,0.3015992
