64,1.06e-05,0.0227105
128,4.37e-05,0.0227586
256,0.0002738,0.0233111
512,0.001635,0.0245864
1024,0.0179552,0.0313912
2048,0.3000149,0.0555268
4069,2.4943757,0.2964031
